Title,Question,Answer
Paring knife selection for work in the air?,What are buying recommendations for a knife that is primarily used without a cuting board?,CANNOTANSWER
Paring knife selection for work in the air?,Is there a better style of knife to use when coring strawberries or trimming fruit?,Small bladed and hook beak knives are well suited for this
Paring knife selection for work in the air?,What are Japanese style knives best suited for?,CANNOTANSWER
Paring knife selection for work in the air?,what criteria go into choosing a paring knife specifically for work in the air?,"Small bladed and hook beak knives are well suited for this, as you can comfortably hold the handle"
Paring knife selection for work in the air?,Are heavier or lighter knives more suitable?,CANNOTANSWER
Paring knife selection for work in the air?,What other tips can you provide me with for choosing a knife?,"A long thin blade will mean you are holding the blade as you work, which is not a problem, per se"
Paring knife selection for work in the air?,What about the handle what shape should I use?,CANNOTANSWER
Paring knife selection for work in the air?,Any other suggestions?,"Small straight paring knives are the standard choice for this, if you don't like the hooked blade"
Paring knife selection for work in the air?,"great, what is the advantage to a paring knife?","mushroom garnishing, coring, small veg peeling and trimming, etc"
How to preserve scallions?,How do I preserve scallions?,"Scallions are very touchy. You don't want them to dry out, and yet you don't want them too wet or they will get slimy and disgusting"
How to preserve scallions?,What is the best way to keep them fresh longer?,Removing the rubber band etc. prevents damage where it would cut into the veg
How to preserve scallions?,"Where should I keep them (in the fridge, out on the counter, in a bag)?",store that wrapped bundle in a flimsy plastic bag (maybe the one you brought them home from the supermarket in) in your refrigerator
How to preserve scallions?,How long will they stay good then?,CANNOTANSWER
How to preserve scallions?,Do you have any other suggestions?,"If you aren't too squeamish, you can even remove the very outermost layer of a scallion which has begun to ""slime-out"", wash the remainder right before using - & it's fine"
How to preserve scallions?,Is the slime dangerous to my health?,certainly trim off any parts of the scallions that are already damaged and/or slimy
How to preserve scallions?,How do I preserve scallions?,"Scallions are very touchy. You don't want them to dry out, and yet you don't want them too wet or they will get slimy and disgusting"
How to preserve scallions?,Is there a good way to prevent the green part from drying out?,don't wash until you are ready to use them
How to preserve scallions?,Should they be stored in the refrigerator?,store that wrapped bundle in a flimsy plastic bag (maybe the one you brought them home from the supermarket in) in your refrigerator
How to preserve scallions?,Is there a specific length of time when they should no longer be used?,CANNOTANSWER
How to preserve scallions?,Do you wrap the whole scallion or just the green part?,CANNOTANSWER
Cheesecake Cooking Time Change with Pan Change?,"I usually use a 9"" spring form pan for cheesecake. I want to now use muffin sized one. Do I have to change the cooking time?",The 30 minute cooking time is somewhat similar to my experience with mini-cheesecakes in a muffin tin
Cheesecake Cooking Time Change with Pan Change?,Do I still use a water bath?,CANNOTANSWER
Cheesecake Cooking Time Change with Pan Change?,Would the time change depending on the filling/ingredients in the cheesecakes?,I would recommend checking between 20 and 25 minutes with a toothpick
Cheesecake Cooking Time Change with Pan Change?,Would I do it at the same temperature?,In my experience mini-cheesecakes were cooked until set entirely in the middle
Cheesecake Cooking Time Change with Pan Change?,Cheesecake Cooking Time Change with Pan Change?,The 30 minute cooking time is somewhat similar to my experience with mini-cheesecakes in a muffin tin
Cheesecake Cooking Time Change with Pan Change?,What other tips do you have?,I would recommend checking between 20 and 25 minutes with a toothpick
Cheesecake Cooking Time Change with Pan Change?,What can I use to check if it is done?,In my experience mini-cheesecakes were cooked until set entirely in the middle
Cheesecake Cooking Time Change with Pan Change?,Any other recommendations?,"f your recipe is for an NY-style cheesecake that seems to wobble a bit, things might be different"
How to choose a Bundt cake pan?,How do you choose a Bundt cake pan?,Non-stick is best
How to choose a Bundt cake pan?,Are there different non stick materials?,They are usually made of cast aluminum
How to choose a Bundt cake pan?,Do they come in different sizes?,"The bundt pans come in 6 cups, 10 cups, 12 cups"
How to choose a Bundt cake pan?,Which is the most common?,most recipes call for a 10 cup pan
How to choose a Bundt cake pan?,What is the best brand to buy?,"As a beginner, stick to a simpler pattern"
How to choose a Bundt cake pan?,What are some simple patterns?,CANNOTANSWER
How to choose a Bundt cake pan?,What is the diameter of a 10 cup pan?,CANNOTANSWER
How to choose a Bundt cake pan?,Where can I buy bundt pans?,CANNOTANSWER
Where is fat and what is this gel in refrigerated fish soup?,Where is fat and what is this gel in refrigerated fish soup?,"Chicken and red meat is much more fatty than most fish, so you get a more noticeably thick layer of fat on top of say, chicken soup. Perhaps your fish was lacking in fat"
Where is fat and what is this gel in refrigerated fish soup?,What is this gel i see on the fish?,"Gelatin is contained in other parts of animal flesh besides just the bones. [Sometimes vegetable matter as well e.g. tomatoes...unless vegetable ""gelatin"" has another name"
Where is fat and what is this gel in refrigerated fish soup?,Why are all the water replaced by gel?,"I wouldn't say the water had been ""replaced"" by gel. The water is taken up into the gel and becomes part of it. Think of Jello"
How do we keep our roasted cashews from smelling bad eventually?,Why do my cashews smell after 2-3 months?,"Presumably you are experiencing rancidity, due to oxygen"
How do we keep our roasted cashews from smelling bad eventually?,We back them with polypropylene pouches with nitrogen flushing. Could there be any other issues than rancidity?,"While you have nitrogen flushed the bags at filling time, the bags are not impervious to oxygen diffusion"
How do we keep our roasted cashews from smelling bad eventually?,What can I do to stop this diffusion?,"A different type of bag (an ""oxygen barrier"" bag material) or package (glass jar, or metal can"
How do we keep our roasted cashews from smelling bad eventually?,What is the cost of something like this?,CANNOTANSWER
How do we keep our roasted cashews from smelling bad eventually?,"Which is better, bag/jar/ or can?",based on other packaging I have seen) oxygen absorbing packets inside the bag
How do we keep our roasted cashews from smelling bad eventually?,How do those work?,CANNOTANSWER
How do we keep our roasted cashews from smelling bad eventually?,How do we keep our roasted cashews from smelling bad eventually?,"Presumably you are experiencing rancidity, due to oxygen"
How do we keep our roasted cashews from smelling bad eventually?,Will this work for 2 to 3 months?,"A different type of bag (an ""oxygen barrier"" bag material) or package (glass jar, or metal can"
How do we keep our roasted cashews from smelling bad eventually?,Is this the most efficient way?,Either alone would probably extend the shelf-life somewhat
How do we keep our roasted cashews from smelling bad eventually?,How do we keep our roasted cashews from smelling bad eventually?,"Presumably you are experiencing rancidity, due to oxygen"
How do we keep our roasted cashews from smelling bad eventually?,So I should suck the air out of the packaging?,"A different type of bag (an ""oxygen barrier"" bag material) or package (glass jar, or metal can"
How do we keep our roasted cashews from smelling bad eventually?,Should I use something other then polyproplene?,CANNOTANSWER
How do we keep our roasted cashews from smelling bad eventually?,Should I put them in small bags?,CANNOTANSWER
How do we keep our roasted cashews from smelling bad eventually?,Do you think it is just the oxygen?,"While you have nitrogen flushed the bags at filling time, the bags are not impervious to oxygen diffusion"
How do we keep our roasted cashews from smelling bad eventually?,Is there anything else I should know?,CANNOTANSWER
Searing boeuf bourguignon,Searing boeuf bourguignon###What is the best technique for searing several pans full of beef without burning it?,"There's two things you really need to control, the moisture of the surface of the beef and the heat / fat content of the pan"
Searing boeuf bourguignon,"O.K, thank you. What is the best way to control moisture loss?",Always pat beef down with a paper kitchen towel (or whatever else you use) prior to seasoning it and searing it
Searing boeuf bourguignon,Is it better to use the oven after searing it?,I'd probably use a griddle that sits over 2 burners instead
Improve flavor of Sorbet made in Magic Bullet?,How can I improve flavor of Sorbet made in Magic Bullet?,"Use a substitute if you have an aversion - honey, agave, raw cane sugar, whatever you prefer"
Improve flavor of Sorbet made in Magic Bullet?,Can I do a strawberry sorbet?,strawberries are no exception
Improve flavor of Sorbet made in Magic Bullet?,Would I use frozen or fresh strawberries for a better result?###So agave would be the best healthy sweetener to add?,"A sorbet without any extra sugar, even when frozen normally in an ice cream maker, is going to end up with a very icy texture, which will probably keep you from experiencing the flavor as much"
Improve flavor of Sorbet made in Magic Bullet?,Do you think lemon would make the sorbet bitter?,"Beyond that, either look for recipes, or look for mixed drinks containing the fruit you're using"
Improve flavor of Sorbet made in Magic Bullet?,Do you think I would have to pulse the magic bullet as long with fresh strawberries?,The other common way to soften a sorbet is alcohol
Margarine vs Butter in cinnamon roll schmear,Should I use butter or margarine for cinnamon rolls?,"In something like a cinnamon smear using butter, if your oven temperature is lower than expected it can cause the butter to melt out the bottom of the cinnamon rolls"
Margarine vs Butter in cinnamon roll schmear,what if I just put the butter on the top?,"In something like a cinnamon smear using butter, if your oven temperature is lower than expected it can cause the butter to melt out the bottom of the cinnamon rolls"
"What is ""fine ground cornmeal""?","What is ""fine ground cornmeal""?","In the UK and commonwealth corn flour = US cornstarch, and in the UK corn meals are coarser then their US counterparts"
"What is ""fine ground cornmeal""?",So are there different types or grades of cornmeal?,"Coarse polenta is like ball bearings, fine polenta is still too coarse for decent cornbread and fritters"
"What is ""fine ground cornmeal""?","What is ""fine ground cornmeal""?","I'd just use regular corn meal, if I'm in the US"
"What is ""fine ground cornmeal""?","What is the difference between ""regular corn meal"" in the US and other places?",a UK recipe and it calls for fine corn meal it would probably mean fine polenta
"What is ""fine ground cornmeal""?",What is fine corn meal in the US?,US corn flour
"What is ""fine ground cornmeal""?","When a recipe asks me for ""fine ground cornmeal"", what is it asking for, if no other information is supplied?",your average US cornmeal
Why did my tomato soup turn thick and brownish?,Why did my tomato soup turn thick and brownish?,"One of the first things I learned in Indian cooking is that the combination of tomatoes, onions and ginger is self-thickening"
Why did my tomato soup turn thick and brownish?,"The above combination with garlic, onions, spices can't be all wrong, can it?","beef"" tomatoes and a lot of the modern varieties are difficult to thicken unless partially fried first"
Why did my tomato soup turn thick and brownish?,Do tomatoes have to be skinned?,CANNOTANSWER
Why did my tomato soup turn thick and brownish?,What went wrong with the color?,"Despite the absence of ginger, I suspect that the thickening is purely a natural action between the tomatoes and the onion, and that the tomatoes used were some particularly nice old variety"
Why did my tomato soup turn thick and brownish?,Do you have any advice to keep it truly fresh red?,CANNOTANSWER
Why did my tomato soup turn thick and brownish?,the soup thickened (a bit like jelly) can I thin this out?,CANNOTANSWER
What is a good substitute for full cream milk powder?,What is a good substitute for full cream milk powder?,"When I am using skim powdered milk and want more fat, I just replace some of the water in the recipe with heavy cream"
What is a good substitute for full cream milk powder?,Does that give you good results?,and not worry about it
What is a good substitute for full cream milk powder?,"I was thinking of adding butter to the skim milk powder, would this be a good substitution?","However, with all the cream and butter in that recipe, I doubt you would be able to notice the fat missing from the dry milk"
What is a good substitute for full cream milk powder?,What will happen if I just use the skim milk powder in this milk bread recipe?,I would just use your skim dry milk and not worry about it
What is a good substitute for full cream milk powder?,Is there anything else I should know about using this as a substitute?,CANNOTANSWER
What is a good substitute for full cream milk powder?,Do you think adding coconut oil would be a good one?,CANNOTANSWER
What is a good substitute for full cream milk powder?,What is a good substitute for full cream milk powder in bread making?,"When I am using skim powdered milk and want more fat, I just replace some of the water in the recipe with heavy cream"
What is a good substitute for full cream milk powder?,What if I do not have heavy cream?,I would just use your skim dry milk and not worry about it
What is a good substitute for full cream milk powder?,What effect does the dairy have on the bread?,CANNOTANSWER
What is a good substitute for full cream milk powder?,How do I incorporate the substitution in my recipe?,"Your recipe doesn't have water, it already uses milk and cream. You could replace a little of the milk with cream to make up the difference"
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","Although it doesn't explicitly say so, that's allergy information. It's just been processed in a place that also (potentially) processes those things, so it potentially contains a trace amount"
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","If i am allergic to soy, should i still eat this?",could be bad if you have a really sensitive allergy. It won't contain enough of those things to matter for any other purpose
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?",Will the flavor be effected by these?,It won't contain enough of those things to matter for any other purpose
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","thanks, any other tips or suggestions?","Often labels like that are written along the lines of ""processed in a facility which also processes..."" to make it a little more clear"
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?","It's just been processed in a place that also (potentially) processes those things, so it potentially contains a trace amount, which could be bad if you have a really sensitive allergy"
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?",Is there any way to know if those things are in it?,"Although it doesn't explicitly say so, that's allergy information"
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?",What would happen if I eat it and I'm allergic?,CANNOTANSWER
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?",Any other things that are normally listed on the ingredient list?,a grocery store is a lot more likely to just have a single kitchen that possibly handles all kinds of things
"Why might packaged pineapple contain egg, soy, peanut, fish, milk, sulphites, tree nuts, sesame, crustaceans, shellfish, mustard seeds, wheat?",Why can't they sanitize instead of possible cross contamination?,"Often labels like that are written along the lines of ""processed in a facility which also processes..."" to make it a little more clear"
Cause of watermelon rind rotting (at room temperature),Cause of watermelon rind rotting?,one possible explanation is sunlight
Cause of watermelon rind rotting (at room temperature),I left it on the kitchen table but it was out of the light. Any other reasons?,Another possibility is that it was just past its date
Cause of watermelon rind rotting (at room temperature),What about the temperature of the room?,"room temperature easily goes above 30, and even above 34-5 on certain days"
Cause of watermelon rind rotting (at room temperature),"What about leaving it in a bag, will that hurt?",CANNOTANSWER
Cause of watermelon rind rotting (at room temperature),Is it edible if the white pith is rotted?,There isn't really a way to tell if this is near or not without chemical analysis
Cause of watermelon rind rotting (at room temperature),Is there a way to tell if it is ripe?,CANNOTANSWER
Cause of watermelon rind rotting (at room temperature),What causes watermelon rind to rot?,"Without forensics it's hard to tell exactly what happened.However, one possible explanation is sunlight"
Cause of watermelon rind rotting (at room temperature),How should I best store the watermelon so that it doesn't rot?,In watermelon country (I live near an ancient greek watermelon port) watermelon is generally refrigerated
Cause of watermelon rind rotting (at room temperature),Is it alright to keep a whoel watermelon on my kitchen table?,s is
What type of fish is best suited for baking?,What type of fish is best suited for baking?,"To answer your main question, you can bake very just about any type of fish"
What type of fish is best suited for baking?,Which fish has the most flavor?,"So in that category, you have lots of options, snapper, cod, tilapia, for starters. Their flavours are often a little more mild and will pair nicely with the tomatoes and other flavours in there"
What type of fish is best suited for baking?,Which fish pairs with white wine the best?,CANNOTANSWER
What type of fish is best suited for baking?,Which fish pairs best with red wine?,CANNOTANSWER
What type of fish is best suited for baking?,What is a popular side to go with salmon?,CANNOTANSWER
What type of fish is best suited for baking?,What type of fish is best suited for baking?,ou can bake very just about any type of fish
What type of fish is best suited for baking?,"I have no experience cooking fish, how long should it bake for?",I find many fish recipes that give cooking times tend to get you to overcook it
What type of fish is best suited for baking?,"I see recipes for baked fish fillets, are fillets good baked?","To answer your main question, you can bake very just about any type of fish"
What type of fish is best suited for baking?,How would I go about baking a whole fish?,CANNOTANSWER
What type of fish is best suited for baking?,Is there anything else I should consider when choosing fish for baking?,"It'd done as soon as the fish ""flakes"" fully. Leave it any longer it will start to toughen quickly."
"Split Pea Soup, but peas aren't dissolving",Why arent my peas dissolving for split pea soup?,It takes more like 3 or 4 hours for the peas to dissolve
"Split Pea Soup, but peas aren't dissolving",How high of a temperature should i be using?,CANNOTANSWER
"Split Pea Soup, but peas aren't dissolving",Do you have any other suggestions or tips?,"Just keep simmering, is my advice"
"Split Pea Soup, but peas aren't dissolving",How do I get the peas to dissolve and make a thick broth for split pea soup?,"Just keep simmering, is my advice"
"Split Pea Soup, but peas aren't dissolving",How long should I need to simmer the soup?,It takes more like 3 or 4 hours for the peas to dissolve
"Split Pea Soup, but peas aren't dissolving",So if I only simmered for one hour that's not long enough?,ages and ages
"Split Pea Soup, but peas aren't dissolving",Should I have soaked the peas overnight before cooking them?,I don't soak the peas
"Split Pea Soup, but peas aren't dissolving",Do you have any other tips for making good split pea soup?,with a hambone
Steel Cut Oats: cooking in milk vs. water,"Steel Cut Oats: cooking in milk vs. water###Most of the recipes I've seen (including Good Eats) recommend simmering the oats in 4 cups of liquid for 1 cup of oats. Alton Brown recommends 3 cups of water for ~25 mins and then (1/2 cup of milk + 1/2 cup of buttermilk) for ~10 mins.###However, I would like to do away with water entirely (just curious). Could I just simmer 1 cup of oats in 4 cups of milk for ~40mins?",you can entirely replace water with milk. The main thing to be aware of is how prone it is to boiling over. Milk will eagerly do that on its own
Steel Cut Oats: cooking in milk vs. water,is the first ~25mins of simmering in water designed to maximize water absorption?,the combination has to be cooked on very low heat to avoid making a huge mess. (I think this is why the original recipe starts with water: less time with potential for boiling over
Steel Cut Oats: cooking in milk vs. water,"Also, if anyone has cooked oats mostly in milk before, I'd like to hear their opinion as well###Thank you","If you want them to cook faster and have less potential boiling over to worry about, you can always presoak in milk beforehand"
Steel Cut Oats: cooking in milk vs. water,That sounds helpful. Thanks for the tip,"I've done this overnight in the fridge, which was enough to let me make (admittedly slightly chewy) steel-cut oats in the microwave the next morning"
Steel Cut Oats: cooking in milk vs. water,Okay. Anything else that I should know,"You'll also probably want to be more careful about stirring the first time; if the heat is a little higher than you realize, you will start accumulating a layer on the bottom of the pan"
Steel Cut Oats: cooking in milk vs. water,okay. Thank you!###Appreciate it,"If you want them to cook faster and have less potential boiling over to worry about, you can always presoak in milk beforehand"
What's this odd stuff coming out of my meringue?,What's this odd stuff coming out of my meringue?,Definitely egg white seepage
What's this odd stuff coming out of my meringue?,What would cause it?,you've either over whipped the egg whites OR let them sit for too long before cooking which meant they spilt slightly before going in the oven
What's this odd stuff coming out of my meringue?,"but I also added some vanilla, probably a bit extra sugar, and baked them at 185 instead of 200 with the door open.",When ever I've cooked meringue I've had the oven on 180 for 10min then turned it off and left the meringue in undisturbed over night
What's this odd stuff coming out of my meringue?,Do you have any other tips?,Another possibility is the oven wasn't hot enough to begin with OR the environment (kitchen) was too warm
What's this odd stuff coming out of my meringue?,"Oh, I didn't know that, is that everything that could have caused it?",The only time I've had seepage is when I've beaten my eggs then got disturbed by a check coming on and having to leave the whites for 5-10min before shaping and cooking
What's this odd stuff coming out of my meringue?,Does it taste bad or is it inedible?,CANNOTANSWER
What's this odd stuff coming out of my meringue?,Is there anything else you know that would help me?,CANNOTANSWER
What's this odd stuff coming out of my meringue?,Has this happened to you before?###Has this happened to you before?,The only time I've had seepage is when I've beaten my eggs then got disturbed by a check coming on and having to leave the whites for 5-10min before shaping and cooking
Can I filter out vanilla bean seeds?,Can I filter out vanilla bean seeds?,"A chinoise will not--I speak from daily experience--filter out vanilla seeds. A coffee filter would, but my question is: why on earth would you bother"
Can I filter out vanilla bean seeds?,"When I use seeds I scrape out of vanilla beans in my desserts, it always leaves black specks. ###It doesn't seem to alter the taste, but it's not as pretty as professional works.","seeing actual vanilla seeds in the final product tells your guests that you are using real vanilla beans, not extract"
Can I filter out vanilla bean seeds?,"That makes sense. I'd rather my panna cotta be pristine and white, though.","Professional kitchens do not, generally speaking, attempt to remove the seeds for the reasons noted above"
Can I filter out vanilla bean seeds?,"Oh, really? Do they use imitation extract? I don't recall seeing the bits of seeds in restaurant food.",CANNOTANSWER
"What is the difference between caramelized onions and ""crispy onions""?","What is the difference between caramelized onions and ""crispy onions""?","Both crispy and caramelized onions are cooked for a long time, and will be very brown"
"What is the difference between caramelized onions and ""crispy onions""?",How do I get them crispy?,"Arabic-style crispy onions are cut pole-to-pole in order to avoid rupturing cells in the onions. They are then fried over medium heat in an uncrowded pan, stirring regularly"
"What is the difference between caramelized onions and ""crispy onions""?",Do I do them the same way that I do caramelized just longer/,"Caramelized onions are usually cross-cut on the onion to release its moisture, and then cooked over very low heat in a crowded pan, stirring infrequently"
"What is the difference between caramelized onions and ""crispy onions""?","What is the difference between caramelized onions and ""crispy onions""?","Both crispy and caramelized onions are cooked for a long time, and will be very brown. However, they are cooked slightly differently"
"What is the difference between caramelized onions and ""crispy onions""?","What is the difference, and what do I need to know in order to make crispy onions for Mujaddara?","crispy onions are cut pole-to-pole in order to avoid rupturing cells in the onions. They are then fried over medium heat in an uncrowded pan, stirring regularly"
"What is the difference between caramelized onions and ""crispy onions""?","What is the difference between caramelized onions and ""crispy onions""?","Both crispy and caramelized onions are cooked for a long time, and will be very brown"
"What is the difference between caramelized onions and ""crispy onions""?",Are crispy onions preferable to use for the dish Mujaddara?,CANNOTANSWER
"What is the difference between caramelized onions and ""crispy onions""?",What is the difference in preparation between caramelized onions and crispy onions?,"Caramelized onions are usually cross-cut on the onion to release its moisture, and then cooked over very low heat in a crowded pan"
"What is the difference between caramelized onions and ""crispy onions""?","What is the difference in flavor between caramelized and ""crispy"" onions?","Depending on the onions and desired result, you may even cover them, an add a little liquid and/or sugar. The end result is very soft and very sweet"
"What is the difference between caramelized onions and ""crispy onions""?",Is there a difference in texture?,CANNOTANSWER
Is my heavy cream not actually heavy cream?,Is my heavy cream not actually heavy cream?,CANNOTANSWER
Is my heavy cream not actually heavy cream?,I am under the impression that the difference between milk and heavy cream is the percentage of butterfat/milkfat?,"The percentage that you're seeing is not what percentage of your dairy product is fat, but the percentage of the recommended daily amount of that nutrient found in a single serving"
Is my heavy cream not actually heavy cream?,"my ""heavy cream"" seem to have much lower fat content than whole milk?",You're comparing different quantities. A serving of cream (per your label) is a tablespoon. You're comparing that to 1 cup (or 16 tablespoons) of milk
How to save a dish with an onion paste base which tastes like raw onion paste?,How to save a dish with an onion paste base which tastes like raw onion paste?,Guess my first instinct to heat some oil and fry it off was correct
How to save a dish with an onion paste base which tastes like raw onion paste?,So how was it saved?,CANNOTANSWER
How to save a dish with an onion paste base which tastes like raw onion paste?,How do I save a dish that tastes like raw onion paste?,CANNOTANSWER
How to save a dish with an onion paste base which tastes like raw onion paste?,Do you think if I heat up some oil in a wok and put the entire dish into it to cook would that help?,my first instinct to heat some oil and fry it off
How to save a dish with an onion paste base which tastes like raw onion paste?,Would boiling it instead help at all?,"there was still a hint of raw onion paste, it wasn't as bad as earlier, and could taste the other ingredients too"
How to save a dish with an onion paste base which tastes like raw onion paste?,What other ingredients could I add to temper the onion flavor?,CANNOTANSWER
How to save a dish with an onion paste base which tastes like raw onion paste?,Do you have any other suggestions for how to make my dish taste less like onion?,CANNOTANSWER
"What's the meaning behind the phrase ""The blood stays on the blade""?","What's the meaning behind the phrase ""The blood stays on the blade""?",there seems to be no concrete definition of it from any official source
"What's the meaning behind the phrase ""The blood stays on the blade""?","In Gangs of New York, a character is told not to wipe blood off a razor when he cuts himself cause the blood stays on the blade. What could that mean?",The blood remains on the blade and not on your hands (meaning you are relatively guilt-free
"What's the meaning behind the phrase ""The blood stays on the blade""?",What about another meaning?,You cannot wash away your sins
"What's the meaning behind the phrase ""The blood stays on the blade""?",Are there any others?,The blood is worn as a badge of merit on the blade
"What's the meaning behind the phrase ""The blood stays on the blade""?","Wait, in what way would there be merit?",CANNOTANSWER
Is Franz Oberhauser related to the original Blofeld?,Is Franz Oberhauser related to the original Blofeld?,He's supposed to be the same character
Is Franz Oberhauser related to the original Blofeld?,what is the role? is anything curious thing is there?,The timeline of the story arc is all over the place now but Spectre could be regarded as a prequel to the series before Daniel Craig
Is Franz Oberhauser related to the original Blofeld?,oh! then what about the main theme of his movie?,"Some say a reboot but apparently its all supposed to be the same story. This falls apart because of Judi Denchs M, Bond's previous encounters with Spectre and Blofeld etc though"
Is Franz Oberhauser related to the original Blofeld?,oh! then what about the end of the story?,"This falls apart because of Judi Denchs M, Bond's previous encounters with Spectre and Blofeld etc though"
Is Franz Oberhauser related to the original Blofeld?,do you personally know about bond?,CANNOTANSWER
What was Margaery's motivation to call Cersei 'sister' again?,What was Margaery's motivation to call Cersei 'sister' again?,Whatever power Cersei held over Margaery has now been diminished
What was Margaery's motivation to call Cersei 'sister' again?,Why has it been diminished?,"King Joffrey is dead, and his younger brother Tommen is now king"
What was Margaery's motivation to call Cersei 'sister' again?,Who did Margaery marry Joffrey or Tommen?,Tommen is already wrapped around Margaery's pretty little finger
What was Margaery's motivation to call Cersei 'sister' again?,Which person is a Tyrell?,Margaery
Why does Wolverine say these words when burying this person?,Why does Wolverine say these words when burying this person?,CANNOTANSWER
Why does Wolverine say these words when burying this person?,"Why does wolverine say ""It's got water, and it's got water""?",CANNOTANSWER
Why does Wolverine say these words when burying this person?,What do you think the significance of the water is?,"Out on the sea, the Professor wouldn't pose a threat to other humans when he lost his control over his ability"
Why does Wolverine say these words when burying this person?,How dangerous do you think Professor X powers are when he loses his control?,CANNOTANSWER
Why didn't Felix Leiter catch Le Chiffre after the game was done?,Why didn't Felix Leiter catch Le Chiffre after the game was done?,Leiter was playing this by ear
Why didn't Felix Leiter catch Le Chiffre after the game was done?,What happened at the end of the game?,e lost the money
Why didn't Felix Leiter catch Le Chiffre after the game was done?,Who did the CIA want?,Le Chiffre
Why didn't Felix Leiter catch Le Chiffre after the game was done?,Did the CIA catch Le Chiffre?,CANNOTANSWER
Why didn't Felix Leiter catch Le Chiffre after the game was done?,How did things proceed?,CANNOTANSWER
Why didn't Felix Leiter catch Le Chiffre after the game was done?,What was the CIA agents name?,Leiter
Is this the purpose of bringing back Jon?,What was the purpose of bringing back Jon?,"He was brought back to do a lot of things if you start to see it that way, a chain of events that led to a lot of things"
Is this the purpose of bringing back Jon?,Do you think it was to kill Daenerys?,CANNOTANSWER
Is this the purpose of bringing back Jon?,What are some of the reasons?,"Defeated Ramsay, showed the World that the dead are coming, prepared for the Long Night and battle of Winterfell. Successfully defeating NK would not have been possible without him"
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",the name 'Game of Thrones' gives more information about what will happen in the TV series (politics and fight for the throne) than the name A song of ice and fire does
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",what is the recent movie you watched?,CANNOTANSWER
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",What do you like the best about Game of thrones?,Game of Thrones is direct and exciting and very easily remembered
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",Who is your favorite character in game of thrones?,CANNOTANSWER
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",Do you watch all the episodes of game of thrones?,CANNOTANSWER
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","A Song of Ice and Fire really sounds quite fantasy-ish, whereas Game of Thrones sounds medieval and more suitable for a show"
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","True, but the book series is called ""A Song of Ice and Fire"" don't you think that would attract more people who were fans of the book?",he phrase is used in the other books
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","""Game of Thrones"" is just the name of the first book, won't fans think show is about only that book instead of the whole series?","A Song of Ice and Fire is sophisticated and poetic, but Game of Thrones is direct and exciting and very easily remembered. And that's what counts for the average person"
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",What about fans of the book though?,CANNOTANSWER
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""",Do you think it might mislead the books fan into thinking the show is only about the first book?,the entire span of the series covers the game being played for the Iron Throne
"Why is the TV show titled ""Game of Thrones"" and not ""A Song of Ice and Fire?""","Ok, so fans of the book series should realize it's based off the whole series and not just the first book, correct?",yes it is the title of the first book but the entire span of the series covers the game being played for the Iron Throne
Do the biopic-ized people get paid for being represented in their respective biopic movies?,Do the biopic-ized people get paid for being represented in their respective biopic movies?,CANNOTANSWER
Do the biopic-ized people get paid for being represented in their respective biopic movies?,I think they should based on movies being about their life. do you agree?,The rights issue is still fairly murky
